TAZ,Poly,Area,Weight,GenEdge,PedEdge
8803553,384646341,805,0.11681903932665796,1056541242#1,880677987
8803553,384604812,993,0.14410100130605139,465151773,333428764
8803553,389135798,135,0.0195907705703091,1056541766#1,1056541766#1
8803553,389135804,139,0.020171237846466405,1056541766#1,1056541766#1
8803553,365074221,834,0.12102742707879843,-1056541242#3,333428764
8803553,389135800,144,0.02089682194166304,1056541766#1,1056541766#1
8803553,384642783,328,0.04759831664489914,-1056541242#2,-333428764
8803553,389135566,150,0.021767522855899,1056541766#1,1056541766#1
8803553,384643548,1071,0.15542011319111884,-1056541242#1,-1056541242#1
8803553,384642785,221,0.03207081700769119,-1056541242#2,-333428764
8803553,389135641,148,0.021477289217820345,1056541766#1,1056541766#1
8803553,384642782,263,0.03816572340734291,-1056541242#2,-333428764
8803553,389135640,146,0.021187055579741692,1056541766#1,1056541766#1
8803553,384604656,756,0.10970831519373095,-465151773,-465151773
8803553,384604654,758,0.10999854883180961,-465151773,-465151773
