TAZ,Poly,Area,Weight,GenEdge,PedEdge
5361655,955435089,4359,0.035784651758447444,1079002496#1,1079009420#1
5361655,1006874447,131,0.001075427708271763,20904794#1,1079095071
5361655,1003300747,244,0.0020030867238038947,20904852#0,20904852#0
5361655,1006867003,142,0.0011657307982793157,47971521#1,1079088954#3
5361655,312537504,431,0.003538239253932289,24884963#5,1082407362
5361655,1004610316,183,0.0015023150428529208,-29364999#2,-29364999#2
5361655,1006007888,125,0.0010261714773585526,-1079091086#1,1082412291
5361655,1006872391,125,0.0010261714773585526,1079087908#4,1079088609#2
5361655,47332047,1113,0.009137030834400551,453289219#1,1078912362#2
5361655,1002857420,148,0.0012149870291925263,20904790#0,172220379#1
5361655,1004610309,158,0.0012970807473812105,29364999#1,29364999#1
5361655,1006872392,116,0.0009522871309887367,1079087908#4,1079088609#2
5361655,1006007881,134,0.0011000558237283682,1079007430#1,1079094237
5361655,1005079349,287,0.0023560897120152367,20904861#1,20904861#1
5361655,47332041,4527,0.037163826224017336,-20904874#4,-20904874#4
5361655,1004165447,260,0.0021344366729057892,-20904793#1,-20904793#1
5361655,1004163600,225,0.0018471086592453945,20904850#0,20904850#0
5361655,543705201,235,0.0019292023774340787,-20904878#1,-20904878#1
5361655,1006867019,112,0.0009194496437132631,1079087402#1,1079088959
5361655,1006861560,137,0.0011246839391849735,1079087910#1,1079091051
5361655,1006872423,188,0.001543361901947263,-1079087390#1,1079087387
5361655,1006861570,85,0.0006977966046038157,173966360#1,1079091094
5361655,311857980,446,0.0036613798312153155,24884963#3,1082407362
5361655,955435095,1442,0.011837914162808261,24884963#8,1082407359
5361655,1006867008,141,0.0011575214264604471,47971521#1,1079088954#3
5361655,1004163596,207,0.001699339966505763,-20904850#0,-20904850#0
5361655,1006872408,157,0.0012888713755623419,-47971522#1,1079087395
5361655,1006861559,123,0.0010097527337208157,1079087910#1,1079091051
5361655,794404891,42,0.00034479361639247366,20569526#4,1079094255
5361655,1004165442,104,0.0008537746691623157,1079080143#1,1079080143#1
5361655,1006872401,215,0.0017650149410567103,1079087397#3,1079088604#2
5361655,1006874442,100,0.0008209371818868421,-20904794#1,1079095076
5361655,1006872415,258,0.0021180179292680525,47971522#1,1079080141#4
5361655,1003300745,199,0.0016336649919548155,20904852#0,20904852#0
5361655,1006872384,283,0.002323252224739763,1079087908#1,1079088609#0
5361655,1006872403,273,0.002241158506551079,20904814#1,1079088604#0
5361655,1007858383,1140,0.009358683873509998,-1079052738#2,1079009432
5361655,1005079347,269,0.002208321019275605,20904861#1,20904861#1
5361655,1004609007,257,0.002109808557449184,-20904849,-20904849
5361655,1006874446,128,0.0010507995928151577,20904794#1,1079095071
5361655,1006867007,134,0.0011000558237283682,47971521#1,1079088954#3
5361655,439355317,369,0.003029258201162447,1079052738#1,1079052730
5361655,1006867002,148,0.0012149870291925263,47971521#1,1079088954#3
5361655,1006007882,150,0.001231405772830263,1079007430#2,1079094237
5361655,1004610321,253,0.00207697107017371,29364999#5,29364999#5
5361655,1006867030,222,0.0018224805437887892,1079087906#1,1079088963#1
5361655,1006872419,274,0.002249367878369947,47971522#1,1079080137
5361655,1003300750,543,0.004457688897645552,23630060#6,23630060#6
5361655,1005079354,211,0.0017321774537812367,-20904861#1,-20904861#1
5361655,1006861567,204,0.0016747118510491577,1079087910#1,1079091051
5361655,1007861106,644,0.005286835451351263,-48114747#4,1079052741#1
5361655,1003298032,332,0.0027255114438643154,20195006#0,20195006#0
5361655,1005079351,365,0.0029964207138869735,20904861#1,1005079352
5361655,311857975,432,0.0035464486257511577,1051531398#0,1051531398#0
5361655,1007847368,514,0.004219617114898368,1079052705#1,1079052699
5361655,1003298022,318,0.0026105802384001576,-20195006#2,-20195006#2
5361655,1004610318,274,0.002249367878369947,-1079007429#3,-1079007429#3
5361655,1006872399,235,0.0019292023774340787,1079087397#3,1079088604#2
5361655,1002858626,242,0.0019866679801661576,-20904790#1,172220379#0
5361655,1007858382,1272,0.01044232095360063,-1079052738#5,1079009434#2
5361655,1002857417,146,0.0011985682855547893,20904790#0,20904790#0
5361655,1003298015,222,0.0018224805437887892,20195006#3,20195006#3
5361655,439355316,210,0.0017239680819623683,1079052738#1,1079052730
5361655,1006872385,135,0.0011082651955472368,1079087908#1,1079088609#0
5361655,1005079365,256,0.0021015991856303154,518285666,518285666
5361655,1005079338,119,0.000976915246445342,20904861#2,20904861#2
5361655,1004165444,194,0.0015926181328604736,-1079080143#1,-1079080143#1
5361655,1005079342,179,0.0014694775555774472,-20904861#2,-20904861#2
5361655,1006007889,223,0.0018306899156076578,-1079007428#1,1082412271
5361655,1003300746,209,0.0017157587101434997,20904852#0,20904852#0
5361655,1006867013,198,0.0016254556201359472,1079087403#1,1079088962#2
