TAZ,Poly,Area,Weight,GenEdge,PedEdge
9937244,826567448,701,0.002372443108746565,689804569#4,806924898
9937244,347268391,69,0.00023352150428461194,25367021#6,25367021#6
9937244,347259303,69,0.00023352150428461194,-25367021#3,1061395652#0
9937244,347223358,74,0.00025044335242117806,-25367021#2,1061395649
9937244,347369864,105,0.00035535881086788776,1041940066#5,1061395651
9937244,347277342,232,0.0007851737535366662,19899376#2,1073080551#1
9937244,345271733,146,0.0004941179655877296,-329988460#1,1061395643#3
9937244,227611763,518,0.0017531034669482461,1092666574#1,806940701#0
9937244,347264603,66,0.0002233683954026723,-19899281#1,-19899281#1
9937244,347232112,68,0.00023013713465729873,25367021#2,25367021#2
9937244,347276173,143,0.00048396485670579,19899374#2,1073080550#2
9937244,664694208,852,0.0028834829224708607,456874546#2,704194086#0
9937244,347268608,65,0.0002199840257753591,25367021#6,25367021#6
9937244,347285211,67,0.00022675276502998553,347724804,347724804
9937244,347259289,71,0.00024029024353923838,-25367021#3,1061395652#0
9937244,696912354,200,0.0006768739254626433,20112466#1,806924896
9937244,347270579,70,0.00023690587391192518,-25367021#4,1061395652#1
9937244,347283452,110,0.0003722806590044538,975251637#2,1084242810#1
9937244,347370361,418,0.0014146665042169245,1041940066#6,1061395651
9937244,201008023,1052,0.003560356847933504,1005374740#1,1071762898#1
9937244,347270603,61,0.0002064465472661062,-25367021#4,1061395652#1
9937244,910120004,95,0.0003215151145947556,347724804,910121015
9937244,347280143,73,0.0002470589827938648,19899376#2,19899376#2
9937244,225640569,85,0.0002876714183216234,-455713130#2,704194115#0
9937244,347276741,191,0.0006464145988168244,19899374#2,1073080550#2
9937244,347284439,83,0.000280902679066997,-111771067#1,1084242810#1
9937244,347212597,67,0.00022675276502998553,-25367021#2,1061395649
9937244,347393484,125,0.00042304620341415206,25367086#1,806940748#4
9937244,347259509,78,0.0002639808309304309,-25367021#3,1061395652#0
9937244,347382316,336,0.0011371481947772407,-1041940066#1,806940758#0
9937244,340235898,723,0.0024468992405474554,689804569#1,806940772#2
9937244,227611756,1497,0.005066401332087886,165265055#4,-1093671136
9937244,347207324,362,0.0012251418050873845,103974914#5,103974914#5
9937244,47175688,1823,0.006169705830591994,1005374740#1,806947052#1
9937244,347276127,129,0.00043658368192340494,19899374#2,1073080550#2
9937244,1061395648,5,1.6921848136566084e-05,-329988460#3,1061395643#0
9937244,347282696,66,0.0002233683954026723,975251637#2,1084242810#1
9937244,347213520,69,0.00023352150428461194,-25367021#2,1061395649
9937244,347228566,78,0.0002639808309304309,-25367021#2,1061395649
9937244,347243046,72,0.0002436746131665516,-19899281#1,-19899281#1
9937244,347264264,762,0.0025788896560126713,25367021#4,164859462
9937244,225615171,2782,0.00941531630318537,39442470#0,95427581
9937244,340238416,1445,0.004890414111467598,133806981#4,704194094#3
9937244,347282965,61,0.0002064465472661062,975251637#2,1084242810#1
9937244,157556076,490,0.0016583411173834762,-455722369#0,620899816
9937244,1083351856,1156,0.003912331289174079,-354710422#1,-354710422#1
9937244,347263298,69,0.00023352150428461194,25367021#3,25367021#3
9937244,340229534,165,0.0005584209885066807,20112466#4,1083606381
9937244,345055603,865,0.0029274797276259324,689804569#4,806924899
9937244,347283793,282,0.0009543922349023271,975251637#2,1084242810#1
9937244,347258870,65,0.0002199840257753591,-25367021#3,164859459#1
9937244,340229158,71,0.00024029024353923838,20112466#4,1083606381
9937244,41651767,6252,0.021159078909962232,-360802894#1,944264316
9937244,347277332,105,0.00035535881086788776,19899376#2,1073080551#1
9937244,199235094,4347,0.014711854769930553,455718965#1,704196230
9937244,340228792,98,0.00033166822347669523,689804569#4,806924899
9937244,347284915,68,0.00023013713465729873,347724804,347724804
9937244,347393479,67,0.00022675276502998553,-1041940066#5,806940748#3
9937244,331868174,454,0.0015365038108002005,-455713130#2,704194115#1
9937244,201011933,850,0.002876714183216234,464717443#0,806947057#1
9937244,54904143,870,0.0029444015757624986,-133806981#4,704194095#5
9937244,26500290,4910,0.016617254870107893,607184015#1,165265066
9937244,312672576,515,0.0017429503580663065,-329988460#1,1061395643#3
9937244,347259279,68,0.00023013713465729873,-25367021#3,1061395652#0
9937244,965233758,3350,0.011337638251499275,164976438#3,1082157148#1
9937244,347249344,159,0.0005381147707428014,25366945#0,25366945#0
9937244,340235780,158,0.0005347304011154882,689804569#1,806940772#2
9937244,347207357,154,0.0005211929226062354,19899374#2,19899374#2
9937244,347385982,217,0.000734408209126968,165264484#1,806940756#3
9937244,340236006,395,0.0013368260027887206,20112466#4,806940772#0
9937244,1081860869,3442,0.011649000257212092,1005374740#1,1083590187#1
9937244,340237459,233,0.0007885581231639795,366840862#13,806947035#3
9937244,347393968,188,0.0006362614899348847,-1041940066#6,806940747#3
9937244,347241170,71,0.00024029024353923838,25367021#1,25367021#1
9937244,347239179,182,0.0006159552721710054,103974914#7,103974914#7
9937244,134140650,89,0.0003012088968308763,41651789#1,41651789#1
9937244,347274373,223,0.0007547144268908473,19899376#2,19899376#2
9937244,347393515,182,0.0006159552721710054,165265055#9,806940748#0
9937244,340238486,1053,0.003563741217560817,19899281#2,1093574969#0
9937244,583403068,1017,0.0034419039109775413,165325649#1,806947035#2
9937244,157557382,1252,0.004237230773396147,366840862#4,806947054#1
9937244,347383948,241,0.0008156330801824852,-1041940066#3,806940756#4
9937244,340238453,1412,0.004778729913766262,133806981#4,1080279610
9937244,201007820,1905,0.006447224140031678,366840862#3,1071762898#0
9937244,347275007,155,0.0005245772922335486,19899374#2,859883128
9937244,340605272,375,0.0012691386102424563,133806980#1,340607254#1
9937244,620759658,74,0.00025044335242117806,-165325649#1,806947037#2
9937244,347285373,61,0.0002064465472661062,347724804,347724804
9937244,432033289,245,0.0008291705586917381,-20112792#1,704194109
9937244,345271734,117,0.00039597124639564635,329988459#1,1061395643#3
9937244,54901698,2542,0.008603067592630197,607184015#5,1082125455#1
9937244,347210500,974,0.003296376017003073,25367021#1,25367021#1
9937244,340228785,123,0.00041627746415952565,689804569#4,806924899
9937244,47175243,1834,0.00620693389649244,-361815166#0,806947115#1
9937244,347259828,74,0.00025044335242117806,-25367021#3,1061395652#0
9937244,1080276132,242,0.0008190174498097985,165265055#4,806940757#1
9937244,54905335,1121,0.003793878352218116,-165325605#5,340606442#3
9937244,347232279,67,0.00022675276502998553,25367021#2,25367021#2
9937244,347393798,220,0.0007445613180089076,-1041940066#6,806940747#3
9937244,331868180,1083,0.0036652723063802135,20112466#1,806924897
9937244,347264445,73,0.0002470589827938648,-19899281#1,-19899281#1
9937244,347266622,71,0.00024029024353923838,25367021#5,164859462
9937244,347272376,227,0.0007682519054001002,-111771067#4,-447792019
9937244,227611758,4775,0.01616036497042061,1092666574#1,-1090298422#3
9937244,664694209,1186,0.004013862377993475,39442470#0,-39442470#0
9937244,340235860,103,0.0003485900716132613,689804569#1,806940772#2
9937244,345271732,250,0.0008460924068283041,-329988460#1,1061395643#3
9937244,375722745,396,0.0013402103724160339,827050971#4,806924892#0
9937244,201008914,7168,0.024259161488581135,455712869#1,806947046#0
9937244,1081882036,594,0.0020103155586240506,960188218#1,1075808526
9937244,340236261,287,0.0009713140830388932,689804569#1,806940772#2
9937244,347261879,66,0.0002233683954026723,-25367021#3,1061395652#0
9937244,225600471,907,0.0030696232519730874,689804569#4,806924899
9937244,347262344,77,0.0002605964613031177,25367021#3,25367021#3
9937244,347253486,138,0.0004670430085692239,19899374#2,859883128
9937244,347277584,88,0.00029782452720356306,19899376#2,1073080551#1
9937244,347262309,71,0.00024029024353923838,25367021#3,25367021#3
9937244,26500307,15114,0.051151362547211955,-607184015#1,1053723971#1
9937244,347369637,267,0.0009036266904926288,1041940066#6,1061395651
9937244,582431318,1373,0.004646739498301047,827050972#1,704194132#0
9937244,347259740,73,0.0002470589827938648,-25367021#3,1061395652#0
9937244,347270313,71,0.00024029024353923838,-25367021#4,164859461
9937244,347261845,72,0.0002436746131665516,-25367021#3,1061395652#0
9937244,347369792,252,0.0008528611460829306,1041940066#5,1061395651
9937244,696912352,957,0.0032388417333387483,-455712869#1,806924889#0
9937244,47175201,5864,0.019845943494564703,438912281#2,806947111#1
9937244,347272124,230,0.0007784050142820399,-111771067#4,-447792019
9937244,347272256,242,0.0008190174498097985,-111771067#4,-447792019
9937244,313630035,682,0.002308140085827614,19899376#1,1073080551#1
9937244,347262207,75,0.00025382772204849124,25367021#3,25367021#3
9937244,347274496,234,0.0007919424927912927,19899376#2,19899376#2
9937244,347271640,2320,0.007851737535366663,329988459#3,329988459#3
9937244,54905334,913,0.0030899294697369667,133806980#1,340606208#0
9937244,331868177,635,0.0021490747133438926,983430900#1,806947045#2
9937244,35927788,4488,0.015189050887381716,165264485#1,1082161712#1
9937244,305021902,950,0.003215151145947556,20112461#4,806947045#3
9937244,347270746,68,0.00023013713465729873,-25367021#4,1061395652#1
9937244,340238491,1024,0.0034655944983687337,19899281#1,83823325#0
9937244,347247476,161,0.0005448835099974279,25366945#1,25366945#1
9937244,340229118,832,0.0028157955299245962,-455712867#1,806940771#1
9937244,225640571,124,0.0004196618337868389,-455713130#2,704194115#0
9937244,347392454,51,0.00017260285099297406,-1041940066#5,806940748#3
9937244,347220954,74,0.00025044335242117806,-25367021#2,-1061395644#2
9937244,347270790,65,0.0002199840257753591,-25367021#5,1061395652#1
9937244,201007244,850,0.002876714183216234,361815165#1,1083601535
9937244,347261975,64,0.00021659965614804585,-25367021#3,1061395652#0
9937244,347370096,144,0.0004873492263331032,1041940066#6,1061395651
9937244,347393493,89,0.0003012088968308763,25367086#1,806940748#4
9937244,347233314,69,0.00023352150428461194,-25367021#1,1051147172#4
9937244,312672577,513,0.0017361816188116801,-329988460#1,1061395643#3
9937244,117748456,2060,0.006971801432265226,360802894#1,474839163
9937244,41651760,7365,0.02492588230516184,354710422#1,354710422#1
9937244,347262139,71,0.00024029024353923838,25367021#3,25367021#3
9937244,340223814,5838,0.01975794988425456,361815165#4,806947087
9937244,347275174,124,0.0004196618337868389,19899374#2,859883128
9937244,347213024,68,0.00023013713465729873,-25367021#2,1061395649
9937244,313630076,367,0.0012420636532239505,15834714,103974914#4
