TAZ,Poly,Area,Weight,GenEdge,PedEdge
9946197,922874625,222,0.000945276173930816,-1080984354,-1081024205#0
9946197,357956360,144,0.0006131521128199888,608430715#2,861089487
9946197,540197944,115,0.0004896700900992966,931219437#0,931219428
9946197,366177818,500,0.002129000391736072,1078020882#7,-932917169#0
9946197,357956331,137,0.0005833461073356837,316470333#1,931538637
9946197,357957000,156,0.0006642481222216544,344891306#1,1105058980
9946197,922255374,78,0.0003321240611108272,374952910#1,931538604
9946197,923910319,166,0.0007068281300563759,20569520#3,-881454632#2
9946197,1046898746,951,0.004049358745082009,1081022924#1,1081364935#0
9946197,342485616,107,0.0004556060838315194,-48431544#0,-48431544#0
9946197,357957014,142,0.0006046361112530445,344891306#1,1105058981
9946197,922755639,130,0.0005535401018513787,20570493#1,1080984367#0
9946197,503056015,2924,0.01245039429087255,20569509#5,1081528637#2
9946197,922255384,107,0.0004556060838315194,-561785807#5,931538608#1
9946197,923910284,296,0.0012603682319077547,932906676,-881454630#2
9946197,1046945341,229,0.000975082179415121,20569531#4,1081364049
9946197,922968548,180,0.0007664401410249859,-463849424#1,204186944#1
9946197,540092936,117,0.0004981860916662409,20569507#4,1081520926#1
9946197,357956366,234,0.0009963721833324817,1016624295#2,1105058982#0
9946197,922862270,341,0.0014519782671640012,1080986809#0,1080984371#1
9946197,47175563,1107,0.004713606867303663,-608430715#2,960611535#0
9946197,355584422,149,0.0006344421167373495,199106628#0,1105084349#0
9946197,357953251,193,0.0008217941512101238,1078020881#1,932917158#1
9946197,353975591,365,0.0015541702859673326,-199106628#0,-199106628#0
9946197,923910261,82,0.0003491560642447158,20569520#3,1081372737#1
9946197,353975589,209,0.0008899221637456782,165217773#1,1105084349#1
9946197,342529379,109,0.0004641220853984637,-165217773#2,-165217773#2
9946197,357956374,56,0.00023844804387444007,1016624295#2,1105058982#0
9946197,357956990,161,0.0006855381261390152,455042507#1,861089482
9946197,922968549,125,0.000532250097934018,986064146#1,1080986795
9946197,1012322287,178,0.0007579241394580417,1078020882#6,932917176#0
9946197,390741599,58,0.00024696404544138434,165217773#2,1105084349#1
9946197,1050400855,127,0.0005407660995009623,574120990#4,932906655#1
9946197,540201361,114,0.00048541208931582444,1079196387#1,931219447#1
9946197,357956351,93,0.0003959940728629094,23857199#1,1105084345#0
9946197,357956348,9,3.83220070512493e-05,23857199#1,1105084345#0
9946197,540092943,91,0.00038747807129596514,20569507#6,1081520928#1
9946197,540201363,124,0.0005279920971505459,1079196387#1,-503056954#0
9946197,366177720,576,0.002452608451279955,1078020882#4,932917166#1
9946197,1046041676,142,0.0006046361112530445,483170159,932906668#1
9946197,923910288,93,0.0003959940728629094,932906676,932906672#0
9946197,923910335,102,0.0004343160799141587,20569520#3,1081372740
9946197,504323359,91,0.00038747807129596514,-197414380#3,-197414380#3
9946197,960611548,1542,0.0065658372081140465,-199124593#4,960899366
9946197,390741597,273,0.0011624342138878954,165217773#3,1105084349#1
9946197,354427773,185,0.0007877301449423467,23857772#1,1105084349#0
9946197,1047155511,267,0.0011368862091870626,454019025#0,1080984370#2
9946197,357956371,17,7.238601331902645e-05,1016624295#2,1105058982#0
9946197,357956996,152,0.000647216119087766,344891306#1,1105058980
9946197,1046038167,182,0.0007749561425919303,316470043#1,1079046968
9946197,504321084,128,0.0005450241002844345,20569509#7,1081520961#0
9946197,366172445,211,0.0008984381653126224,1016624295#1,1105058984#0
9946197,390741603,186,0.0007919881457258188,165217773#2,1105084349#1
9946197,931538545,1397,0.005948427094510585,1081553873#0,-931538569#1
9946197,355584255,132,0.0005620561034183231,165217773#2,1105084349#1
9946197,357956358,93,0.0003959940728629094,23857199#1,1105084345#0
9946197,355584246,210,0.0008941801645291502,165217773#2,1105084349#1
9946197,354427227,111,0.000472638086965408,199106628#0,1105084349#0
9946197,923910316,119,0.0005067020932331851,20569520#3,-881454632#2
9946197,923910331,140,0.0005961201096861002,20569520#3,-881454632#2
9946197,922755633,119,0.0005067020932331851,20570493#1,1080984368#0
9946197,354427230,129,0.0005492821010679065,23857772#1,1105084349#0
9946197,352414684,788,0.0033553046173760495,20176230#3,20176230#3
9946197,922255372,78,0.0003321240611108272,374952910#1,931538604
9946197,922862271,316,0.0013455282475771976,1080986809#0,1080984371#1
9946197,923178929,195,0.0008303101527770681,-1078020881#2,1081624257
9946197,342490505,82,0.0003491560642447158,-475308635,-475308635
9946197,923910279,104,0.000442832081481103,932906669#2,881454629#3
9946197,1046898745,1192,0.005075536933898796,463849425#1,1081366154#0
9946197,342656262,1467,0.006246487149353636,-199106628#0,1105084349#1
9946197,357953948,106,0.0004513480830480473,23857199#1,1105084345#0
9946197,1046040403,154,0.0006557321206547102,463849424#2,881454633#3
9946197,357956352,98,0.0004172840767802701,23857199#1,1105084345#0
9946197,542758429,121,0.0005152180948001295,-1079196387#4,931219472
9946197,355585423,134,0.0005705721049852673,23857772#1,1105084349#0
9946197,794547978,927,0.003947166726278678,484638762#0,932917156#1
9946197,964912872,437,0.001860746342377327,1080984346#1,1081022996
9946197,350994814,554,0.002358932434043568,453725263#2,1105084346#1
9946197,353975971,130,0.0005535401018513787,23857772#1,1105084344#1
9946197,1012322295,124,0.0005279920971505459,1078020882#7,932917160#1
9946197,1050421058,399,0.0016989423126053855,-481108780,932906672#1
9946197,923910306,1010,0.0043005807913068655,1080735819#0,-1081371028#1
9946197,922255376,98,0.0004172840767802701,20567444#1,-657303784#1
9946197,1050400853,127,0.0005407660995009623,574120990#4,-932906661#1
9946197,370107358,241,0.0010261781888167868,1081026838#3,1081026894#1
9946197,923910282,177,0.0007536661386745695,932906676,932906672#0
9946197,922755663,131,0.0005577981026348509,20570493#0,1081138957#1
9946197,342318051,48859,0.2080416602796655,503887768,1082794989
9946197,390741604,340,0.001447720266380529,165217773#3,1105084349#1
9946197,354427232,103,0.0004385740806976309,23857772#1,1105084344#1
9946197,357956364,336,0.0014306882632466405,1016624295#1,1105058982#0
9946197,922255394,42,0.00017883603290583006,20567444#0,931538579#1
9946197,504323371,165,0.0007025701292729038,463848446#1,1081525653
9946197,540202301,103,0.0004385740806976309,-1079196387#1,931219473#1
9946197,1050421060,170,0.0007238601331902645,-481108780,932906672#1
9946197,357953950,120,0.0005109600940166573,23857199#1,1105084345#0
9946197,355585424,7,2.980600548430501e-05,199106628#0,199106628#0
9946197,1047155510,187,0.0007962461465092909,454019025#0,1081022987
9946197,540197928,112,0.00047689608774888014,48431516#1,931219444#1
9946197,964912874,1987,0.008460647556759151,128245169#1,1081022988
9946197,342497454,85,0.00036193006659513224,20177019,20177019
9946197,540092934,112,0.00047689608774888014,20569507#4,1081520926#1
9946197,366172444,225,0.0009580501762812325,1016624295#1,1105058984#0
9946197,1005249256,127,0.0005407660995009623,463847521#1,-1005249255#1
9946197,357953579,263,0.0011198542060531739,1078020882#8,932917167#0
9946197,1046899833,266,0.0011326282084035903,20569528#2,1080984377#0
9946197,357956377,182,0.0007749561425919303,455042507#1,861089482
9946197,159756827,395,0.001681910309471497,1078020881#1,1081624252
9946197,881454637,812,0.003457496636179381,1081026829#3,1081371021
9946197,1050400867,140,0.0005961201096861002,574120990#4,932906655#1
9946197,1012245700,268,0.0011411442099705346,-316470333#2,1057480091
9946197,503049833,1708,0.007272665338170422,-463848445#4,1081520994#1
9946197,922755641,134,0.0005705721049852673,20570493#0,1080984367#0
9946197,1046898736,148,0.0006301841159538774,1080984357#0,1080986803
9946197,542758437,98,0.0004172840767802701,931219435#2,931219447#1
9946197,1050400865,130,0.0005535401018513787,574120990#4,932906655#1
9946197,503049831,433,0.0018437143392434384,20569509#5,1081528630#1
9946197,390741591,154,0.0006557321206547102,-199106628#0,-199106628#0
9946197,923910263,83,0.00035341406502818794,20569520#3,881454630#2
9946197,922255388,173,0.0007366341355406809,20567444#0,657303784#1
9946197,357956991,153,0.000651474119871238,455042507#1,861089482
9946197,540201362,103,0.0004385740806976309,1079196387#1,931219447#1
9946197,923910293,92,0.00039173607207943726,932906669#2,932906667#1
9946197,357953944,149,0.0006344421167373495,344891306#1,1105058981
9946197,357956347,4,1.7032003133888577e-05,23857199#1,1105084345#0
9946197,342525029,81,0.0003448980634612437,-165217773#2,-165217773#2
9946197,1012322280,138,0.0005876041081191559,1078020882#2,-932917156#1
9946197,355584251,178,0.0007579241394580417,-199106628#0,-199106628#0
9946197,1082936921,304,0.001294432238175532,-199124593#4,1082936924
9946197,542758427,125,0.000532250097934018,-1079196387#4,503045072#1
9946197,922874601,409,0.0017415223204401069,1080986808#1,1080986794
9946197,342518788,123,0.0005237340963670737,-20177018#2,-20177018#2
9946197,922862277,158,0.0006727641237885988,1080984364#2,1081024172#1
